STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920801,80, , ,0,2400,55, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920802,80, , ,0,2400,55, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920803,79, , ,0,2400,55, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920804,76, , ,0,2400,61, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920805,77, , ,0,2400,57, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920806,83, , ,0,2400,55, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920807,86, , ,0,2400,59, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920808,80, , ,0,2400,66, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920809,84, , ,0,2400,75, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920810,91, , ,0,2400,60, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920811,82, , ,0,2400,64, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920812,80, , ,0,2400,58, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920813,77, , ,0,2400,62, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920814,78, , ,0,2400,60, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920815,68, , ,0,2400,59, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920816,77, , ,0,2400,64, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920817,74, , ,0,2400,60, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920818,81, , ,0,2400,60, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920819,79, , ,0,2400,63, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920820,77, , ,0,2400,55, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920821,84, , ,0,2400,54, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920822,89, , ,0,2400,58, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920823,86, , ,0,2400,65, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920824,89, , ,0,2400,67, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920825,88, , ,0,2400,69, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920826,91, , ,0,2400,69, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920827,86, , ,0,2400,70, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920828,75, , ,0,2400,59, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920829,70, , ,0,2400,54, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920830,80, , ,0,2400,57, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920831,76, , ,0,2400,61, , ,0,2400
GHCND:USC00366986,PIT CARNEGIE SCIENCE PA US,246.9,40.45,-80.01667,19920901,77, , ,0,2400,57, , ,0,2400
